tenure,MonthlyCharges,TotalCharges,avg_monthly_charges,charges_tenure_ratio,num_services,has_streaming,has_security_support,contract_risk,payment_risk,is_new_customer,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
58,50.0,2919.85,50.342241379310344,0.97385697734943,5,1,1,2,2,0,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0
47,70.55,3309.25,70.40957446808511,0.9879627560521415,2,0,0,3,1,0,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,79.7,79.7,79.7,0.9876084262701363,3,1,0,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
1,20.45,20.45,20.45,0.9533799533799534,1,0,0,3,2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
22,59.0,1254.7,57.03181818181818,1.0166836375029373,5,0,1,3,3,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
48,60.35,2896.4,60.34166666666667,0.9838337182448037,5,0,1,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,1
37,19.85,717.5,19.39189189189189,0.973426110006627,1,0,0,2,1,0,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
13,19.95,253.8,19.523076923076925,0.9720764617691153,1,0,0,2,3,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0
43,26.45,1110.05,25.815116279069766,0.9863839382507263,2,0,0,1,1,0,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
6,63.4,348.8,58.13333333333333,1.072153325817362,7,1,1,1,2,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
71,53.95,3888.65,54.76971830985916,0.9673708534845251,6,1,1,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0
1,69.25,69.25,69.25,0.9857651245551602,2,0,0,3,3,1,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
72,95.1,6843.15,95.04374999999999,0.9901737489425393,6,1,1,1,3,0,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,0
6,74.1,450.9,75.14999999999999,0.9730794484569928,3,0,1,3,3,1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
12,35.5,432.25,36.020833333333336,0.9589195272931907,3,0,1,3,2,0,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
25,70.95,1767.35,70.694,0.9896225625575362,2,0,0,3,2,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
21,79.2,1742.45,82.97380952380952,0.943151209277269,4,0,1,2,3,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,0
6,48.8,297.35,49.55833333333334,0.9652216911158726,3,0,1,3,2,1,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0
20,89.0,1820.45,91.02250000000001,0.9671547719307777,4,1,0,3,2,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,1
18,99.4,1742.95,96.83055555555556,1.0160424770720349,6,1,1,3,3,0,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
43,55.45,2444.25,56.843023255813954,0.9586290079404965,4,0,1,2,3,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
35,25.4,949.8,27.137142857142855,0.9027213647441105,2,0,0,1,1,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0
1,73.5,73.5,73.5,0.9865771812080537,3,0,0,3,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
32,93.5,2970.8,92.8375,0.9964033568669242,6,1,1,3,3,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0
52,63.9,3334.95,64.13365384615385,0.981059655442212,7,1,1,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
32,64.85,2010.95,62.8421875,1.0157859957414521,4,1,0,2,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0
72,63.8,4684.3,65.05972222222222,0.965792738052688,7,1,1,1,1,0,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
51,44.45,2181.55,42.77549019607844,1.0154083895097534,4,1,1,3,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,0
68,19.95,1303.25,19.165441176470587,0.9893163172288059,1,0,0,1,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
8,43.35,371.4,46.425,0.9140748550342647,4,1,1,3,2,0,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,0
49,49.65,2409.9,49.18163265306123,0.989405831876042,4,1,1,1,1,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,0
72,85.1,6155.4,85.49166666666666,0.983909817901532,8,1,1,1,2,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
9,95.5,829.1,92.12222222222222,1.0255339458298534,5,1,0,3,3,0,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
28,92.35,2602.9,92.96071428571429,0.9828575772549317,5,1,1,3,2,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,1
54,89.8,4667.0,86.42592592592592,1.0271552637153145,5,1,1,3,2,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0
11,74.55,824.75,74.97727272727273,0.9812144780137599,3,0,1,3,3,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
50,103.05,5153.5,103.07,0.9901989045834535,6,1,1,2,2,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,0
69,116.0,8182.85,118.59202898550726,0.9699643110332834,9,1,1,1,3,0,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
1,69.9,69.9,69.9,0.9858956276445698,2,0,0,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
68,95.1,6683.4,98.28529411764706,0.9578457801344906,6,1,1,1,1,0,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,0
40,40.25,1564.05,39.10125,1.0037093606807768,4,0,1,2,2,0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
31,25.75,755.6,24.374193548387098,1.0148105771675566,2,0,0,1,2,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
33,105.35,3465.05,105.00151515151515,0.9938537185003072,7,1,1,3,1,0,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
55,113.6,6292.7,114.41272727272727,0.9842935236384832,8,1,1,1,3,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
68,24.0,1664.3,24.474999999999998,0.9421000981354269,2,0,0,1,1,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
12,19.4,198.1,16.508333333333333,1.1080437886720609,1,0,0,3,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0
71,86.1,6045.9,85.15352112676055,0.9993787702921415,8,1,1,1,1,0,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
40,102.65,4108.15,102.70374999999999,0.9898388438219449,7,1,1,3,2,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,0
64,92.85,5980.75,93.44921875,0.9830679515281856,6,1,1,2,3,0,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0
53,97.75,5043.2,95.15471698113207,1.0165907931399867,6,1,1,2,1,0,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0
12,83.8,1029.75,85.8125,0.9652987760979121,5,0,1,3,2,0,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1
53,54.45,2854.55,53.859433962264156,0.9925366717683273,5,1,1,3,3,0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
72,97.95,7114.25,98.80902777777777,0.9813741520264395,7,1,1,1,1,0,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,0
46,19.95,907.05,19.718478260869563,0.962908556738891,1,0,0,1,3,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0
40,24.6,973.95,24.348750000000003,0.97046205434193,2,0,0,1,2,0,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0
12,50.95,605.75,50.479166666666664,0.9897207608255768,5,1,1,3,1,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0
9,75.6,661.55,73.50555555555555,1.014689434046678,3,0,1,3,3,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
51,80.75,4116.9,80.7235294117647,0.9880875260922768,4,0,1,3,3,0,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0
49,90.4,4494.65,91.72755102040816,0.9748990349168621,5,1,1,3,1,0,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0
41,99.8,4259.3,103.88536585365854,0.9515150105806571,6,1,0,3,3,0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
56,60.25,3282.75,58.620535714285715,1.0105578435043054,5,0,1,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0
4,20.2,55.7,13.925,1.353433835845896,1,0,0,3,3,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0
20,64.15,1274.45,63.722500000000004,0.9911545444010972,5,1,1,2,2,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,0
26,20.25,493.95,18.998076923076923,1.0125973651312627,1,0,0,3,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0
20,105.85,2239.65,111.9825,0.9368707543203593,7,1,1,3,1,0,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1
7,75.45,480.75,68.67857142857143,1.0828293182983086,3,0,0,3,2,0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
7,93.85,635.6,90.8,1.0223311546840959,5,1,0,3,3,0,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
51,99.0,5038.15,98.78725490196078,0.9921106668107641,6,1,1,3,3,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
4,80.3,324.2,81.05,0.9786715417428398,4,0,1,3,2,1,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
1,19.55,19.55,19.55,0.9513381995133819,1,0,0,3,1,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
27,100.75,2793.55,103.46481481481482,0.9644395596603499,7,1,1,3,3,0,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
22,100.75,2095.0,95.22727272727273,1.0470004723665565,6,1,1,3,3,0,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
12,53.75,648.65,54.05416666666667,0.9763112086581397,4,0,1,3,2,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0
3,31.0,95.05,31.683333333333334,0.9484956654767974,2,0,1,3,2,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1
34,25.6,917.15,26.974999999999998,0.9151027703306525,2,0,0,2,1,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
24,58.35,1346.9,56.12083333333334,1.0215187103362755,5,0,1,2,3,0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0
51,80.0,4242.35,83.18333333333334,0.9503068699267472,4,0,0,3,1,0,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
14,46.35,672.7,48.050000000000004,0.944954128440367,3,1,0,3,3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0
59,113.75,6561.25,111.20762711864407,1.013745704467354,9,1,1,1,3,0,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
3,90.4,268.45,89.48333333333333,0.9990790200773624,5,1,1,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0
65,109.3,7337.55,112.88538461538462,0.9597368474377072,8,1,1,1,3,0,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
5,70.25,331.9,66.38,1.0425942416147225,2,0,0,3,2,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
59,90.3,5194.05,88.03474576271186,1.0142107918257013,9,1,1,1,1,0,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
72,65.25,4478.85,62.206250000000004,1.0323346188074753,7,1,1,1,1,0,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
62,100.15,6283.3,101.34354838709677,0.9785668132318409,6,1,1,3,3,0,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
28,94.5,2659.4,94.97857142857143,0.984594775619558,6,1,1,3,1,0,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1
3,60.65,196.9,65.63333333333334,0.9102051025512755,4,1,1,3,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0
19,24.1,439.2,23.11578947368421,0.9993452640768224,2,0,0,3,1,0,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0
1,19.5,19.5,19.5,0.9512195121951219,1,0,0,3,2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
24,85.95,2107.15,87.79791666666667,0.9679281139290994,5,0,1,3,3,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0
57,53.5,3035.8,53.25964912280702,0.9859997413347128,4,0,1,2,3,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,0
72,25.45,1866.45,25.922916666666666,0.945291341019887,2,0,0,1,1,0,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
67,20.5,1430.95,21.357462686567164,0.9169197903801862,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
52,20.85,1071.6,20.607692307692307,0.964934140263439,1,0,0,2,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
71,89.9,6457.15,90.94577464788732,0.9777502048819345,9,1,1,1,1,0,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
26,26.0,684.05,26.309615384615384,0.9520456305893952,2,0,0,2,2,0,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
35,113.2,3914.05,111.83,1.0032792696977755,9,1,1,1,2,0,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
55,69.05,3842.6,69.86545454545454,0.974381670771757,2,0,0,1,1,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0
33,20.1,670.35,20.313636363636363,0.943058221369162,1,0,0,1,2,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
72,109.65,7880.25,109.44791666666667,0.9927756295388098,8,1,1,1,3,0,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0
1,19.2,19.2,19.2,0.9504950495049505,1,0,0,3,2,1,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
10,33.9,298.45,29.845,1.0990436051223862,2,1,0,3,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1
37,90.0,3371.75,91.12837837837837,0.976897689768977,5,1,1,3,3,0,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,0
12,34.0,442.45,36.87083333333333,0.8977885355924745,3,0,1,3,2,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
1,20.4,20.4,20.4,0.9532710280373832,1,0,0,2,2,1,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
62,38.6,2345.55,37.83145161290323,0.9940395838092666,4,0,1,1,1,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,0
1,25.25,25.25,25.25,0.9619047619047619,1,0,0,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
18,60.6,1156.35,64.24166666666666,0.9288542598032955,5,0,1,3,2,0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0
69,89.95,6143.15,89.03115942028985,0.99909854076286,5,1,1,3,3,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
2,74.75,144.8,72.4,1.018392370572207,3,0,1,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
19,20.6,414.95,21.839473684210525,0.9019472289434268,1,0,0,3,2,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
12,84.45,1059.55,88.29583333333333,0.9457328169474126,4,1,0,3,3,0,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
9,20.4,181.8,20.200000000000003,0.962264150943396,1,0,0,3,2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
27,81.7,2212.55,81.9462962962963,0.9849746600879641,7,1,1,2,3,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0
27,79.5,2180.55,80.76111111111112,0.9723449072501188,4,0,1,3,3,0,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
1,89.15,89.15,89.15,0.9889073765945646,4,1,0,3,2,1,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,1
24,20.3,459.95,19.164583333333333,1.0067155697902677,1,0,0,3,2,0,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
14,74.95,1036.75,74.05357142857143,0.9986200333095409,3,0,0,3,3,0,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
32,74.4,2276.95,71.1546875,1.0311180406678362,3,0,1,3,3,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
11,20.0,211.95,19.268181818181816,0.9867683337071094,1,0,0,2,2,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
1,25.0,25.0,25.0,0.9615384615384616,2,0,0,3,2,1,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
38,80.45,3162.65,83.22763157894737,0.9551497352100355,4,0,1,3,2,0,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
9,19.75,210.65,23.405555555555555,0.8092419758707035,1,0,0,1,2,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
54,65.65,3566.7,66.05,0.9791200596569726,6,0,1,1,1,0,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,0
29,71.0,2080.1,71.72758620689655,0.9762457920439999,5,1,0,2,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0
44,89.2,4040.2,91.82272727272726,0.9609715488957447,5,1,0,3,3,0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0
59,86.75,5186.0,87.89830508474576,0.9758341277407054,8,1,1,1,3,0,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
3,55.3,196.15,65.38333333333334,0.8330404217926185,3,1,0,3,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
18,61.5,1087.45,60.41388888888889,1.0014021439232892,5,0,1,2,2,0,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,0
67,25.1,1672.15,24.957462686567165,0.9669666216255067,2,0,0,1,1,0,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
22,55.15,1206.05,54.820454545454545,0.9879890883921664,4,0,1,3,3,0,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
33,34.05,1113.95,33.75606060606061,0.9796852521905923,3,0,1,2,1,0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
5,19.95,107.05,21.41,0.8902275769745649,1,0,0,3,2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
2,19.95,38.15,19.075,0.9937733499377335,1,0,0,3,2,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
72,89.7,6339.3,88.04583333333333,1.0073464040054279,9,1,1,1,1,0,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
9,20.4,184.1,20.455555555555556,0.9508026929052303,1,0,0,3,2,0,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
67,26.3,1688.9,25.207462686567165,1.003530952787744,2,0,0,1,2,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
16,84.95,1378.25,86.140625,0.974861036399498,4,1,0,3,3,0,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
8,20.7,137.6,17.2,1.1373626373626373,1,0,0,3,2,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
5,43.25,219.0,43.8,0.9654017857142858,5,0,1,3,2,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1
23,48.35,1067.15,46.39782608695653,1.020088978580929,3,0,0,2,1,0,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,1
1,79.55,79.55,79.55,0.9875853507138423,3,1,0,3,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
50,71.05,3444.85,68.89699999999999,1.0164957008169164,2,0,0,3,3,0,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
17,19.45,369.05,21.708823529411767,0.8564952726330786,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
