customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3302-GZMVH,Male,1,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.01,2585.67,No
3303-WELMT,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),112.47,3591.65,No
3304-NRXYT,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),112.05,973.85,Yes
3305-DURGO,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.52,379.56,No
3306-UFPTX,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.64,780.36,No
3307-HUPVP,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,120.97,1185.29,Yes
3308-CQIYC,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.4,3851.44,No
3309-TGRLS,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.17,353.28,Yes
3310-PVXQT,Male,1,Yes,No,32,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.38,2961.52,No
3311-OABHV,Male,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),54.09,1238.03,No
3312-YBSII,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),110.29,4670.07,No
3313-MFOSU,Female,1,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),153.63,2891.51,No
3314-ORGZK,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,54.97,1330.32,Yes
3315-HFHBS,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,103.2,7711.75,No
3316-PGJLQ,Female,1,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.06,213.16,No
3317-GVHGD,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.15,188.58,Yes
3318-CSODY,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.87,619.21,No
3319-IMRUP,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),115.55,1827.38,No
3320-ADRHT,Male,0,No,No,5,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.21,385.45,No
3321-PUKTU,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,98.41,194.56,Yes
3322-UUSWS,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),76.1,,Yes
3323-RSKCH,Female,0,Yes,No,36,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),80.2,2751.14,No
3324-TSJPE,Female,1,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,110.59,1823.87,No
3325-TIHKP,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,90.38,4318.82,No
3326-GOXUT,Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,203.92,Yes
3327-WQFOH,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.86,1232.66,No
3328-GBMWF,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.73,1850.23,Yes
3329-ETARO,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.56,907.26,Yes
3330-WJCEX,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.38,666.23,Yes
3331-MHVUB,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),115.7,224.36,No
3332-IQRMA,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.79,6472.34,Yes
3333-LTTUE,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,128.07,5964.48,No
3334-HOCFM,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),82.91,744.15,No
3335-LSRXA,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.24,3416.44,No
3336-YGLJL,Male,1,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.92,401.36,No
3337-KDSFY,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.38,1495.24,No
3338-ITJEM,Female,0,No,No,35,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),106.86,3734.46,No
3339-IBRUA,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),100.53,891.05,No
3340-XULJB,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),132.47,1239.99,No
3341-IBWXV,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,72.75,957.3,No
3342-NKWKQ,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.52,630.08,No
3343-DMGPA,Male,0,No,Yes,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),100.99,305.82,No
3344-MAKFT,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),119.24,,Yes
3345-CLEIZ,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.78,3680.46,No
3346-ZLJSE,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.87,1095.84,No
3347-ZEIZT,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.94,210.16,No
3348-QJUAV,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.57,1509.22,Yes
3349-PZZOW,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.37,331.63,Yes
3350-QZTYM,Male,1,No,No,5,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,42.13,220.47,Yes
3351-AYHEF,Female,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,66.07,4700.46,No
3352-WTNVW,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),121.44,7528.09,No
3353-KFKML,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.22,44.33,No
3354-VBUCW,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.57,2482.05,No
3355-DQVFG,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,102.67,5526.98,Yes
3356-OKXCF,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,106.69,2641.36,No
3357-ZBNIR,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,97.65,1836.2,No
3358-SLMZL,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,74.46,431.65,No
3359-LRIQU,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),115.7,351.15,No
3360-PQUXH,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.8,1975.89,No
3361-KXBHL,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.96,3781.07,No
3362-UAWMV,Female,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.61,2256.47,No
3363-UQNNP,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.53,135.35,No
3364-QFZGZ,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.53,238.01,Yes
3365-ZAYOT,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.29,783.45,No
3366-URZMX,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.85,831.25,No
3367-BSOLO,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.97,99.26,Yes
3368-YRNFL,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.27,875.42,No
3369-TWFZI,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,124.07,4221.76,Yes
3370-YZDQB,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.06,278.94,No
3371-PXNZH,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,134.44,952.5,Yes
3372-NBPDA,Male,1,No,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.12,586.09,No
3373-WTNHY,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.68,7327.2,No
3374-YCEFV,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.95,1321.42,Yes
3375-ZHFFD,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,123.83,2302.97,No
3376-GXSGC,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),107.34,3391.11,No
3377-HAANF,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.12,374.78,Yes
3378-JYNDF,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,113.15,217.82,Yes
3379-PUAFI,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,116.11,3016.26,Yes
3380-OLCKO,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.95,1076.46,No
3381-CNBDZ,Female,1,No,No,7,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.78,485.18,No
3382-SLBQC,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),100.37,,No
3383-JPVIK,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.71,942.76,No
3384-UOCPU,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,101.21,2916.47,No
3385-UULWE,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.85,,Yes
3386-GIURU,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.22,2472.37,Yes
3387-HLTBJ,Male,0,Yes,Yes,69,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,46.27,3237.98,No
3388-SIYXH,Female,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,83.88,322.31,No
3389-XXXAF,Male,0,No,No,18,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.15,1706.19,Yes
3390-LYXSQ,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,102.22,2950.96,Yes
3391-BKRWV,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,106.23,612.52,Yes
3392-KRHOI,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,91.22,3172.39,Yes
3393-OGTMM,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,61.08,2901.76,No
3394-ATDXD,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.98,4822.84,No
3395-DMBZW,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,81.98,596.11,Yes
3396-ODFCG,Female,0,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,104.93,4260.56,No
3397-FCDJU,Female,0,Yes,No,13,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.54,841.04,No
3398-IFTKG,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),90.9,627.89,Yes
3399-RDEDD,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),76.8,319.72,No
3400-MPYNK,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.98,2272.98,Yes
3401-BVNXX,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,90.0,1161.51,No
3402-GZKDG,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),91.31,4509.41,No
3403-PZFFB,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.22,448.3,No
3404-XHGYX,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.37,3826.69,Yes
3405-NIOYV,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),121.82,243.03,Yes
3406-RLWSM,Male,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,104.0,,No
3407-GYJJB,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.34,7094.74,No
3408-NMVFI,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,76.08,74.57,No
3409-MIMEN,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,147.88,2319.03,No
3410-EIHGH,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.76,1828.92,No
3411-VCWXO,Female,1,No,No,42,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),75.48,3160.15,No
3412-HAGSB,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.0,1664.57,No
3413-NRONX,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,102.21,2324.9,No
3414-YSSVZ,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.59,1764.14,Yes
3415-QVSPT,Female,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.3,77.94,Yes
3416-YSASG,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),97.96,805.23,Yes
3417-WKEQK,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),81.49,636.55,No
3418-XZHJL,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),101.1,1152.1,No
3419-JMZRJ,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.56,578.73,No
3420-STQTP,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.23,545.71,No
3421-ECOZB,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,98.02,931.98,Yes
3422-MVHWQ,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.62,398.97,Yes
3423-DSVYI,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,124.89,1899.92,No
3424-WOIXU,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),129.53,505.14,No
3425-INWUP,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),101.59,3860.84,No
3426-XWYZQ,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,148.15,7226.46,Yes
3427-MIOGA,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.39,329.14,No
3428-AEXIL,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),124.53,355.98,Yes
3429-FMZHO,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.66,3340.14,No
3430-FFDKU,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.31,6239.46,Yes
3431-RCCLU,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,124.84,,No
3432-UFUFH,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),95.74,,No
3433-ORTPF,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.18,575.71,Yes
3434-UQISR,Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,85.7,2398.55,No
3435-YWEFL,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.02,3072.18,No
3436-KPTQT,Male,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),93.1,3063.86,No
3437-IAZCU,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,94.08,1989.47,Yes
3438-WIVSM,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.32,3173.88,Yes
3439-WNTSW,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),102.63,642.01,No
3440-GDLWN,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.58,1323.7,No
3441-BARTH,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.58,924.31,Yes
3442-CZFVM,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),130.78,759.12,Yes
3443-IITIO,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),106.59,640.51,No
3444-MVPBZ,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.93,2636.76,No
3445-NFBHD,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),93.59,3288.61,No
3446-UXNKX,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,117.58,2513.74,No
3447-NLPFT,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.85,39.92,No
3448-ALGHI,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),134.02,,No
3449-BQTME,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),83.53,489.02,No
3450-JLQUF,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.37,344.21,No
3451-COGFD,Male,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.23,578.23,No
3452-SECZY,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,97.62,99.25,Yes
3453-IFMVT,Male,0,Yes,No,32,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),53.53,1735.26,No
3454-DBZDH,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,115.76,3728.14,No
3455-MJRIA,Female,0,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.05,968.46,No
3456-MROBK,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),95.7,1933.64,Yes
3457-NVONP,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.43,130.95,Yes
3458-WOSIE,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.41,616.21,Yes
3459-EKTYX,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,96.45,4455.37,Yes
3460-DTRYC,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),129.55,3384.61,Yes
3461-DNGZH,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,126.08,253.26,Yes
3462-XPTOG,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,95.78,4395.16,No
3463-ZQVVV,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.04,2633.59,No
3464-LRXNO,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.64,1725.59,Yes
3465-OEPEB,Male,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.86,2823.64,No
3466-TYIVI,Female,0,No,No,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,78.66,312.14,Yes
3467-DOKAR,Female,1,No,No,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,95.65,1828.48,Yes
3468-AHYPZ,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,104.14,2494.72,Yes
3469-VRVIL,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.5,4343.67,No
3470-SYREB,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,91.73,95.85,No
3471-GJOYG,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,48.29,511.24,No
3472-EOTTO,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,94.41,6256.14,No
3473-JXZZN,Female,1,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),127.86,801.67,No
